Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Density Value (g / ml),Density Uncertainty (g / ml),Source
dens_1347378557428465256,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7929,,OCCc1ccccc1,Solvent,0.2071,,,,0.9624400000000004,,10.1021/je050085p
dens_1352726487035297413,303.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2922,,CN1CCCC1=O,Solvent,0.7078,,,,0.9591400000000002,,10.1016/j.jct.2009.01.006
dhmix_1354340034572794384,298.15,101.0,Liquid,2,CC(C)=O,Solvent,0.5086,,CNc1ccccc1,Solvent,0.4914,,-0.672,,,,10.1021/je200333p
dhmix_1354831104032399501,298.15,101.3,Liquid,2,CCCCCCCCC,Solvent,0.2601,,COC(C)(C)C,Solvent,0.7399,,0.371,,,,10.1016/j.fluid.2004.12.013
dens_1355064509457264460,308.15,100.0,Liquid,2,CN(C)C=O,Solvent,0.2737,,Cc1ccccc1Cl,Solvent,0.7263,,,,1.0415000000000003,,10.1016/j.jct.2013.12.006
dhmix_1356402545173454955,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.1501,,CCCO,Solvent,0.8499,,0.192,,,,10.1021/je5004912
dens_1357092260115197012,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.2994,,ClCCCCCl,Solvent,0.7006,,,,1.0879000000000003,,10.1021/je700339f
dens_1357539030254353938,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.2,,CCOC(=O)CC(=O)OCC,Solvent,0.8,,,,1.0176930000000002,,10.1021/je100100n
dens_1359849804799297383,298.15,101.0,Liquid,2,CCCCC,Solvent,0.298,,CCOC=O,Solvent,0.702,,,,0.7971000000000003,,10.1016/j.fluid.2013.11.026
dens_1360503002248536084,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2374,,c1ccncc1,Solvent,0.7626,,,,0.9863750000000002,,10.1016/j.jct.2010.12.028
dens_1363372427625556383,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.2013,,ClCCCCCCCl,Solvent,0.7987,,,,1.0486000000000002,,10.1021/je700339f
dhmix_1367361598876470422,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.273,,CCCCCCCO,Solvent,0.727,,0.2316,,,,10.1021/je700308j
dhmix_1374395489215351863,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,O=C1CCCCC1,Solvent,0.75,,0.20076,,,,10.1021/je034037l
dhmix_1375262848018707913,298.15,101.3,Liquid,2,Clc1ccccc1,Solvent,0.7777,,c1ccccc1,Solvent,0.2223,,-0.0036,,,,10.1021/je7002447
dens_1378399495676303426,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.5009,,O=C1CCCCC1,Solvent,0.4991,,,,0.9160300000000002,,10.1021/acs.jced.6b00606
dhmix_1378703187616582962,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.5003,,CCCCO,Solvent,0.4997,,0.56098,,,,10.1016/j.fluid.2011.11.005
dens_1382816709342190380,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.7745,,OCc1ccccc1,Solvent,0.2255,,,,0.9915900000000004,,10.1021/je050085p
dens_1385759761220967506,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.8082,,CCCCCl,Solvent,0.1918,,,,0.7440910000000002,,10.1007/s10765-010-0737-5
dhmix_1386097266245676316,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.488,,CCO,Solvent,0.512,,1.109,,,,10.1016/j.jct.2013.09.024
dhmix_1389916545450162123,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.299,,ClCCCl,Solvent,0.701,,-0.575,,,,10.1016/j.jct.2007.06.017
dhmix_1398756314755218517,298.15,101.0,Liquid,2,NCCO,Solvent,0.24812,,c1ccncc1,Solvent,0.75188,,0.779,,,,10.1021/je400184t
dhmix_1399250209010624060,298.15,101.3,Liquid,2,CCCCO,Solvent,0.775,,OCCO,Solvent,0.225,,0.60308,,,,10.1021/je030207i
dhmix_1402171818007411627,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,CCCC(C)=O,Solvent,0.25,,0.23761,,,,10.1021/je034037l
dens_1406777287555793476,303.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.4815,,Cc1ccccc1,Solvent,0.5185,,,,0.9415400000000002,,10.1016/j.jct.2006.06.005
dens_1407024193493054137,291.15,101.0,Liquid,2,CCCCC,Solvent,0.241,,COC=O,Solvent,0.759,,,,0.8359400000000002,,10.1016/j.fluid.2013.11.026
dhmix_1410934672321445925,303.0,101.0,Liquid,2,CCC(C)=O,Solvent,0.231,,CCCCO,Solvent,0.769,,1.123,,,,10.1016/j.jct.2007.06.009
dhmix_1414110847137433990,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.5406,,COC(C)=O,Solvent,0.4594,,1.759,,,,10.1021/acs.jced.5b00813
dhmix_1415405620655522356,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.25,,CCCCCC(C)=O,Solvent,0.75,,0.2911,,,,10.1021/je034037l
dens_1425019550866949162,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5187,,Cc1ccccc1C,Solvent,0.4813,,,,0.8779900000000003,,10.1021/je5004719
dens_1427012590663920837,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.7034,,ClCCCCCCCl,Solvent,0.2966,,,,0.9943000000000002,,10.1021/je700339f
dhmix_1430609845935636429,298.2,101.3,Liquid,2,CCOC(=O)CC(=O)OCC,Solvent,0.4993,,CO,Solvent,0.5007,,1.426,,,,10.1021/je9003806
dens_1436890136170041510,298.15,101.325,Liquid,2,CN(CCO)CCO,Solvent,0.743,,O,Solvent,0.257,,,,1.0405100000000005,,10.1021/je030120x
dens_1437960735468688239,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2361,,CCCC(C)=O,Solvent,0.7639,,,,0.8183900000000002,,10.1021/je025649t
dens_1442152409302377231,298.15,101.0,Liquid,2,C1CCCC1,Solvent,0.7675,,CCCCCCCO,Solvent,0.2325,,,,0.7621850000000001,,10.1021/je800831d
dens_1443393115703743266,298.15,101.0,Liquid,2,CCCCO,Solvent,0.1446,,OC1=NCCC1,Solvent,0.8554,,,,1.0575900000000005,,10.1021/je801006q
dens_1448748662868481448,298.15,101.325,Liquid,1,Cc1ccccc1N,Solvent,1.0,,,,,,,,0.9942800000000002,,10.1016/j.tca.2008.06.004
dhmix_1448878453654753010,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,0.37402,,,,10.1021/je034223r
dhmix_1449551264413750852,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2915,,c1ccncc1,Solvent,0.7085,,0.0898,,,,10.1016/j.tca.2011.02.002
dhmix_1449760743539319422,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.25,,CCCC(C)=O,Solvent,0.75,,0.06014,,,,10.1021/je025649t
dens_1451667717655520319,298.15,101.0,Liquid,2,Cc1ccncc1,Solvent,0.5,,O,Solvent,0.5,,,,0.9704000000000004,,10.1021/je8008182
dens_1454356582858214971,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.284,,CCO,Solvent,0.716,,,,0.8227400000000002,,10.1021/je201140q
dhmix_1457277430112713385,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.4866,,OCc1ccccc1,Solvent,0.5134,,0.9688,,,,10.1021/je050085p
dhmix_1459597233915713442,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7533,,Cc1ccccc1Cl,Solvent,0.2467,,-0.154,,,,10.1021/je400722h
dens_1461349273145853407,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7568,,Cc1cccnc1,Solvent,0.2432,,,,0.8976640000000002,,10.1016/j.tca.2011.02.002
dhmix_1462203825214427086,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2231,,Cc1ccccc1,Solvent,0.7769,,-0.1889,,,,10.1016/j.jct.2010.12.016
dens_1465845525726234949,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.7795,,O,Solvent,0.2205,,,,1.0360000000000005,,10.1016/j.jct.2012.06.015
dhmix_1469173696764193376,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.2008,,O,Solvent,0.7992,,-2.185,,,,10.1016/j.jct.2015.04.030
dens_1472611866113792045,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7332,,CN1CCCC1=O,Solvent,0.2668,,,,0.8287300000000002,,10.1016/j.jct.2006.06.005
dhmix_1476228451007751781,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2598,,OC1=NCCC1,Solvent,0.7402,,0.1798,,,,10.1021/je801006q
dhmix_1477062679992731312,298.15,101.0,Liquid,2,O,Solvent,0.3051,,OCCN1CCOCC1,Solvent,0.6949,,-1.7936,,,,10.1016/j.jct.2015.06.006
dhmix_1480124209702571029,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4832,,CCCCCC,Solvent,0.5168,,0.2144,,,,10.1016/j.jct.2008.12.004
dens_1480753479004032578,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2752,,COC(C)=O,Solvent,0.7248,,,,1.2862400000000005,,10.1016/j.jct.2006.05.004
dens_1481501144045876779,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.5312,,OCc1ccccc1,Solvent,0.4688,,,,1.07136,,10.1021/je0342062
dens_1483954005701309522,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5245,,OCCc1ccccc1,Solvent,0.4755,,,,0.9943600000000002,,10.1021/je050085p
dens_1486152547309964058,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.7823,,CCCC(C)=O,Solvent,0.2177,,,,0.9692000000000004,,10.1021/je034037l
dhmix_1487584740222374675,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5,,c1ccccc1,Solvent,0.5,,0.9235,,,,10.1016/j.tca.2013.01.028
dens_1489586033766137383,298.15,101.3,Liquid,2,CCCOC(=O)CC,Solvent,0.2747,,Cc1ccccc1,Solvent,0.7253,,,,0.8675700000000003,,10.1016/j.jct.2006.08.011
dens_1491914925024529269,298.15,101.0,Liquid,1,BrCCBr,Solvent,1.0,,,,,,,,2.1691370000000005,,10.1007/s10765-010-0874-x
dhmix_1494392837080199247,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2376,,ClCCCl,Solvent,0.7624,,-0.317,,,,10.1016/j.jct.2008.10.007
dhmix_1495923873303781425,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2693,,CC(C)OC(C)C,Solvent,0.7307,,0.158983,,,,10.1021/je9001416
dhmix_1496612166135950777,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0815,,CCO,Solvent,0.9185,,0.197762,,,,10.1021/je7005743
dens_1504912854449967572,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.4911,,OCc1ccccc1,Solvent,0.5089,,,,1.0069400000000004,,10.1021/je050085p
dens_1508143953487751949,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5015,,COC=O,Solvent,0.4985,,,,1.6620300000000003,,10.1016/j.jct.2006.05.004
dhmix_1510968829861155591,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.211,,ClCCCCCl,Solvent,0.789,,-0.188,,,,10.1016/j.jct.2007.06.017
dhmix_1512005003692586968,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4803,,Cc1cccnc1,Solvent,0.5197,,0.1271,,,,10.1016/j.tca.2011.02.002
dens_1512574200971542084,298.15,101.0,Liquid,2,CO,Solvent,0.659526,,OCCO,Solvent,0.340474,,,,0.9338000000000002,,10.1016/j.fluid.2009.03.002
dhmix_1512841239140672899,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,1.2068,,,,10.1021/je300678r
dhmix_1513563980812053901,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2461,,CN1CCCC1=O,Solvent,0.7539,,-0.0999,,,,10.1021/je900262t
dhmix_1514034262880134391,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.722,,CCCCCO,Solvent,0.278,,0.8628,,,,10.1021/je060368x
dhmix_1514415693404368084,303.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.5019,,O,Solvent,0.4981,,-2.706,,,,10.1016/j.jct.2015.04.030
dens_1517830231591211695,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2598,,CCN(CC)CC,Solvent,0.7402,,,,0.7465820000000002,,10.1016/j.jct.2011.05.003
dens_1519242950780503156,298.15,101.325,Liquid,2,C1COCCN1,Solvent,0.498,,O,Solvent,0.502,,,,1.0255000000000003,,10.1021/je020191g
dens_1525363398265003281,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5166,,CCCCCC(C)=O,Solvent,0.4834,,,,0.8396100000000002,,10.1021/je025649t
dhmix_1526810414641702897,298.15,101.0,Liquid,2,CCOC=O,Solvent,0.2551,,ClCCCl,Solvent,0.7449,,-0.1475,,,,10.1016/j.jct.2006.10.008
dhmix_1527010082890615662,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4734,,CN1CCCC1=O,Solvent,0.5266,,1.4691,,,,10.1016/j.jct.2010.12.016
dens_1533305756322147585,291.15,101.0,Liquid,2,CCCCC,Solvent,0.494,,COC=O,Solvent,0.506,,,,0.7379200000000001,,10.1016/j.fluid.2013.11.026
dhmix_1533668453347603478,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7852,,CCC(=O)OC,Solvent,0.2148,,-0.0281,,,,10.1016/j.jct.2006.05.004
dens_1535449468676039818,298.15,101.325,Liquid,1,c1ccccc1,Solvent,1.0,,,,,,,,0.8735700000000003,,10.1016/j.fluid.2013.10.033
dhmix_1539793936912323039,303.15,100.0,Liquid,2,O,Solvent,0.7937,,OCCN(CCO)CCO,Solvent,0.2063,,-1.289,,,,10.1016/j.jct.2015.04.030
dens_1544862678422049052,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.749,,COC=O,Solvent,0.251,,,,1.9319600000000008,,10.1016/j.jct.2006.05.004
dens_1546839162811818342,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.73596,,CCO,Solvent,0.26404,,,,0.6967900000000001,,10.1016/j.jct.2011.06.021
dens_1554167702848546991,298.15,101.325,Liquid,1,ClCCCCl,Solvent,1.0,,,,,,,,1.1783400000000002,,10.1016/j.jct.2005.03.020
dhmix_1554975573260973464,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2939,,CCN(CC)CC,Solvent,0.7061,,0.412,,,,10.1016/j.fluid.2013.07.037
dens_1556408438685744677,298.15,101.325,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,,,1.0442000000000002,,10.1016/j.jct.2009.02.007
dhmix_1557086420966318241,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7513,,CCCCCCCC,Solvent,0.2487,,0.23,,,,10.1016/j.fluid.2006.03.020
dhmix_1560452574138595280,298.15,101.0,Liquid,2,CNCCO,Solvent,0.5017,,O,Solvent,0.4983,,-2.508,,,,10.1016/j.jct.2007.03.010
dens_1560836745155045570,298.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.7678,,c1ccncc1,Solvent,0.2322,,,,0.9936220000000002,,10.1016/j.jct.2010.12.028
dhmix_1562244212685957437,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7576,,CNC=O,Solvent,0.2424,,0.2521,,,,10.1016/j.tca.2011.06.020
dens_1563187951788908417,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.441,,CCCC(=O)OC,Solvent,0.559,,,,0.7803000000000001,,10.1021/acs.jced.5b00813
dens_1563261837628509239,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.4991,,CCCO,Solvent,0.5009,,,,0.7176450000000002,,10.1021/je100595s
dens_1563518828755692624,298.15,101.31,Liquid,2,CCCCOC(C)=O,Solvent,0.7105,,c1ccccc1,Solvent,0.2895,,,,0.8751500000000002,,10.1021/je800915d
dens_1564416763652102148,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2415,,c1ccncc1,Solvent,0.7585,,,,0.9525650000000004,,10.1016/j.tca.2011.02.002
dens_1568809468285447052,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6364,,c1ccncc1,Solvent,0.3636,,,,1.0207400000000002,,10.1021/je301353z
dens_1569868399597686282,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.5033,,ClCCCCCCCl,Solvent,0.4967,,,,1.0190000000000003,,10.1021/je700339f
dhmix_1573010564919174156,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9248,,c1cc[nH]c1,Solvent,0.0752,,0.7315,,,,10.1016/j.fluid.2013.10.029
dhmix_1574103736206845790,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7388,,OCCc1ccccc1,Solvent,0.2612,,1.1427,,,,10.1021/je050085p
dens_1578349316538359835,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2121,,OCCc1ccccc1,Solvent,0.7879,,,,1.0032600000000005,,10.1021/je050085p
dens_1580279662612376485,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.5109,,O,Solvent,0.4891,,,,0.9464100000000002,,10.1016/j.jct.2011.06.020
dens_1580320383638036697,298.0,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.5018,,CCOC(C)=O,Solvent,0.4982,,,,0.8829000000000002,,10.1021/je400036b
dens_1580766224900681969,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3997,,CCCCOCCCC,Solvent,0.6003,,,,0.7348100000000001,,10.1021/je900496t
dhmix_1581843098340519954,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5232,,COC=O,Solvent,0.4768,,0.409,,,,10.1016/j.jct.2015.02.019
dhmix_1589428170725083785,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.505,,CCCNCCC,Solvent,0.495,,0.397,,,,10.1016/j.fluid.2013.01.011
dhmix_1592050228710023977,298.15,101.0,Liquid,2,c1cc[nH]c1,Solvent,0.314,,c1ccccc1,Solvent,0.686,,0.5893,,,,10.1016/j.fluid.2013.10.029
dens_1592799865567395457,298.15,101.325,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,0.7359900000000001,,10.1016/j.jct.2005.07.017
dens_1601644144003947787,298.15,101.325,Liquid,1,CCOC(C)(C)CC,Solvent,1.0,,,,,,,,0.7605700000000002,,10.1016/j.fluid.2005.04.003
dens_1604144964288004693,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7484,,CCN(CC)CC,Solvent,0.2516,,,,0.7899410000000002,,10.1016/j.jct.2011.05.003
dens_1605313160016382000,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.5001,,CCOC(=O)CC(=O)OCC,Solvent,0.4999,,,,0.9563730000000004,,10.1021/je100100n
dhmix_1607706464555349197,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4982,,c1ccccc1,Solvent,0.5018,,-0.2365,,,,10.1016/j.jct.2010.07.016
dhmix_1611419589009992545,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5081,,CO,Solvent,0.4919,,1.091,,,,10.1016/j.jct.2015.02.019
dens_1613179683038058133,293.15,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.2635,,CCCCCO,Solvent,0.7365,,,,0.8238000000000002,,10.1016/j.fluid.2010.03.001
dens_1615783700089440156,298.15,101.3,Liquid,2,CC(C)OC(C)C,Solvent,0.7432,,CCO,Solvent,0.2568,,,,0.7317000000000002,,10.1016/j.jct.2006.09.006
dhmix_1619069688735652743,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.766,,CCCCCO,Solvent,0.234,,0.782,,,,10.1016/j.fluid.2010.03.001
dens_1621604899354196317,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.7,,CCOC(=O)CC(=O)OCC,Solvent,0.3,,,,0.8987460000000002,,10.1021/je100100n
dhmix_1621778824950286021,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2508,,COC(C)=O,Solvent,0.7492,,0.1202,,,,10.1016/j.jct.2006.05.004
dhmix_1623303993931235320,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,-1.9642,,,,10.1016/j.fluid.2009.10.018
dens_1623326466075502777,298.15,101.0,Liquid,2,CCOCCO,Solvent,0.7508,,c1ccccc1,Solvent,0.2492,,,,0.9134500000000004,,10.1021/je034005y
dhmix_1623353520070959082,298.15,101.0,Liquid,2,CCCCO,Solvent,0.4978,,OC1=NCCC1,Solvent,0.5022,,0.2326,,,,10.1021/je801006q
dhmix_1628650914891036693,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7007,,CCOC(C)=O,Solvent,0.2993,,0.0594,,,,10.1021/je400036b
dens_1629062410797809053,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.2016,,ClCCCCCCCl,Solvent,0.7984,,,,1.0584000000000005,,10.1021/je7003758
dhmix_1633841230728666273,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2806,,Cc1ccccc1,Solvent,0.7194,,-0.1687,,,,10.1016/j.jct.2010.07.016
dhmix_1633994800228127707,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.4998,,O,Solvent,0.5002,,-5.544,,,,10.1016/j.jct.2015.04.030
dens_1635633288977860557,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2584,,CCO,Solvent,0.7416,,,,0.7933000000000001,,10.1021/je050416y
dhmix_1635929029883199640,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2683,,Cc1ccccn1,Solvent,0.7317,,0.1057,,,,10.1016/j.tca.2011.02.002
dhmix_1636192261925535080,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.75,,CCO,Solvent,0.25,,0.75364,,,,10.1021/je049852v
dens_1636786070745905650,298.15,101.325,Liquid,1,C1COCO1,Solvent,1.0,,,,,,,,1.0590000000000002,,10.1016/j.fluid.2007.05.013
dens_1641867567753867928,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5169,,CCCC(C)=O,Solvent,0.4831,,,,0.9078200000000004,,10.1021/je034223r
dens_1642641270880670226,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.6988,,O,Solvent,0.3012,,,,0.9718000000000002,,10.1016/j.jct.2008.11.012
dhmix_1644758182096898973,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2475,,CCOC=O,Solvent,0.7525,,0.2492,,,,10.1016/j.jct.2005.07.009
dens_1646635006338223285,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,,,0.8088000000000002,,10.1016/j.jct.2015.02.019
dhmix_1652408544916386740,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.202,,ClCCCl,Solvent,0.798,,-0.586,,,,10.1016/j.jct.2007.06.017
dhmix_1652678680979739222,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.219,,CCCCCC,Solvent,0.781,,0.1264,,,,10.1016/j.jct.2008.12.004
dhmix_1653706929395298174,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2744,,CCCCCCCC,Solvent,0.7256,,0.18,,,,10.1016/j.fluid.2006.03.020
dhmix_1655087210101226033,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2154,,CCCCNCCCC,Solvent,0.7846,,0.417,,,,10.1016/j.fluid.2013.01.011
dhmix_1655669117140493483,291.15,101.0,Liquid,2,CCCCC,Solvent,0.2317,,COC=O,Solvent,0.7683,,1.433,,,,10.1016/j.fluid.2013.11.026
dhmix_1659875122389141693,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.4997,,CCOC(=O)CC(=O)OCC,Solvent,0.5003,,2.369,,,,10.1021/je9003806
dhmix_1660233522095540685,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2982,,CCCC(=O)OC,Solvent,0.7018,,0.884,,,,10.1021/acs.jced.5b00813
dens_1663698388458438862,298.15,100.0,Liquid,2,O,Solvent,0.5933,,OCCNCCO,Solvent,0.4067,,,,1.0880000000000003,,10.1021/je300345m
dhmix_1664556958058528427,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCC1,Solvent,0.25,,0.07097,,,,10.1021/je034037l
dens_1668831816545378981,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.8263,,Cc1ccncc1,Solvent,0.1737,,,,0.8827950000000002,,10.1016/j.tca.2011.02.002
dhmix_1683117875248061268,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.501,,O,Solvent,0.499,,-5.417,,,,10.1016/j.jct.2015.04.030
dhmix_1683615253966095625,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.3675,,ClCCCl,Solvent,0.6325,,-0.2,,,,10.1016/j.jct.2008.10.007
dhmix_1685189260866546363,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.7668,,c1ccccc1,Solvent,0.2332,,0.5517,,,,10.1016/j.jct.2014.05.020
dens_1686218320961496335,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.5012,,CCO,Solvent,0.4988,,,,0.9005900000000002,,10.1016/j.jct.2013.09.024
dens_1687615903530840763,293.15,101.0,Liquid,2,CN1CCOCC1,Solvent,0.7587,,O,Solvent,0.2413,,,,0.9345300000000002,,10.1021/je800197t
dhmix_1689317240864710862,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5281,,COC=O,Solvent,0.4719,,0.8123,,,,10.1016/j.jct.2006.05.004
dens_1689958363481296355,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7065,,O,Solvent,0.2935,,,,0.9223100000000002,,10.1016/j.jct.2011.06.020
dhmix_1696009894153187561,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.7604,,Cc1ccccc1Cl,Solvent,0.2396,,0.313,,,,10.1021/je400722h
dens_1698284841173472396,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.5077,,O,Solvent,0.4923,,,,0.9237220000000002,,10.1016/j.jct.2004.11.016
dhmix_1702849793304677549,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,-2.575,,,,10.1016/j.jct.2007.03.010
dhmix_1705308409412934876,303.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.8001,,O,Solvent,0.1999,,-1.26,,,,10.1016/j.jct.2015.04.030
dhmix_1711145233816504601,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5177,,ClCCCl,Solvent,0.4823,,-0.557,,,,10.1016/j.jct.2008.10.007
dens_1713677414781130142,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.7008,,ClCCCl,Solvent,0.2992,,,,1.0181000000000002,,10.1021/je700339f
dens_1714055781160988580,298.15,101.325,Liquid,1,CC1CCCCC1,Solvent,1.0,,,,,,,,0.7650200000000001,,10.1016/j.fluid.2013.10.033
dhmix_1714570468462878542,298.15,101.0,Liquid,2,CCCCCC(C)=O,Solvent,0.4913,,CCCCNCCCC,Solvent,0.5087,,0.278,,,,10.1016/j.fluid.2013.01.011
