Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Density Value (g / ml),Density Uncertainty (g / ml),EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),Source
dens_1454356582858214971,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.284,,CCO,Solvent,0.716,,0.8227400000000002,0.00012,,,10.1021/je201140q
dhmix_1455661232511576120,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.508,,CCCCCCCCCl,Solvent,0.492,,,,0.829,0.004,10.1016/j.jct.2007.01.017
dens_1457384174606437919,298.15,101.3,Liquid,2,CN(C)CCO,Solvent,0.2643298443255894,,O,Solvent,0.7356701556744105,,0.9590000000000002,0.0029,,,10.1021/acs.jced.6b00888
dens_1458536256681651322,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5046,,CCCC(C)=O,Solvent,0.4953999999999999,,0.8386000000000002,0.00022,,,10.1021/je025649t
dhmix_1459597233915713442,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.7533,,Cc1ccccc1Cl,Solvent,0.2467,,,,-0.154,0.001,10.1021/je400722h
dhmix_1462203825214427086,308.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.2231,,Cc1ccccc1,Solvent,0.7769,,,,-0.1889,0.00215,10.1016/j.jct.2010.12.016
dhmix_1464495562381912773,298.42,101.0,Liquid,2,CC#N,Solvent,0.1989999999999999,,CCOC(C)(C)C,Solvent,0.801,,,,0.4418,0.006,10.1021/je301238f
dens_1464744423926253160,298.15,101.3,Liquid,2,O,Solvent,0.498,,OCCCCO,Solvent,0.502,,1.0207100000000002,0.000175,,,10.1021/je0340755
dens_1464798073575372900,298.15,100.0,Liquid,2,CCCCCCCl,Solvent,0.4982999999999999,,CN(C)C=O,Solvent,0.5017,,0.8974000000000002,0.0003,,,10.1021/je700096m
dens_1465845525726234949,298.15,101.0,Liquid,2,Cn1ccnc1,Solvent,0.7795,,O,Solvent,0.2205,,1.0360000000000005,0.00015,,,10.1016/j.jct.2012.06.015
dhmix_1465858493569411856,298.15,101.0,Liquid,2,O,Solvent,0.4807,,OCCO,Solvent,0.5193,,,,-0.64,0.0035,10.1016/j.tca.2009.06.004
dhmix_1469173696764193376,303.15,100.0,Liquid,2,CCN(CC)CCO,Solvent,0.2008,,O,Solvent,0.7992,,,,-2.185,0.0235,10.1016/j.jct.2015.04.030
dhmix_1469572758707957018,298.15,101.0,Liquid,2,CC#N,Solvent,0.2355,,CCCCCO,Solvent,0.7645,,,,1.451,0.006,10.1016/j.tca.2006.08.007
dens_1472611866113792045,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7332,,CN1CCCC1=O,Solvent,0.2668,,0.8287300000000002,0.0004,,,10.1016/j.jct.2006.06.005
dens_1475683812414478575,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.7891,,O=C1CCCC1,Solvent,0.2108999999999999,,1.02957,0.00026,,,10.1021/je034223r
dhmix_1476228451007751781,298.15,101.0,Liquid,2,CC(C)CO,Solvent,0.2598,,OC1=NCCC1,Solvent,0.7402,,,,0.1798,0.00205,10.1021/je801006q
dhmix_1477062679992731312,298.15,101.0,Liquid,2,O,Solvent,0.3051,,OCCN1CCOCC1,Solvent,0.6949,,,,-1.7936,0.01915,10.1016/j.jct.2015.06.006
dhmix_1477322856890553888,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.2029999999999999,,CN1CCCC1=O,Solvent,0.797,,,,0.319,0.0025,10.1016/j.jct.2008.01.024
dens_1480753479004032578,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2752,,COC(C)=O,Solvent,0.7248,,1.2862400000000005,0.001125,,,10.1016/j.jct.2006.05.004
dens_1481501144045876779,308.15,101.32,Liquid,2,OCCOCCO,Solvent,0.5312,,OCc1ccccc1,Solvent,0.4688,,1.07136,0.00027,,,10.1021/je0342062
dens_1483954005701309522,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.5245,,OCCc1ccccc1,Solvent,0.4755,,0.9943600000000002,0.00026,,,10.1021/je050085p
dens_1484366771342516095,298.15,101.0,Liquid,2,CC1CCCCC1,Solvent,0.799,,CCCO,Solvent,0.2009999999999999,,0.7688300000000002,0.003855,,,10.1016/j.jct.2005.06.011
dens_1484752898908397849,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.4937399999999999,,CCO,Solvent,0.50626,,0.7110500000000001,7.500000000000002e-05,,,10.1016/j.jct.2011.06.021
dens_1486152547309964058,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.7823,,CCCC(C)=O,Solvent,0.2177,,0.9692000000000004,0.000245,,,10.1021/je034037l
dhmix_1487513926981382986,298.15,100.0,Liquid,2,CCO,Solvent,0.2992,,CCOC(=O)CC(C)=O,Solvent,0.7008,,,,1.478,0.0159,10.1016/j.fluid.2008.03.012
dhmix_1487584740222374675,303.15,101.0,Liquid,2,CCCCCCC,Solvent,0.5,,c1ccccc1,Solvent,0.5,,,,0.9235,0.0051,10.1016/j.tca.2013.01.028
dens_1489689406312054357,298.15,100.0,Liquid,2,C1COCCO1,Solvent,0.2555,,O=C1CCCCCC1,Solvent,0.7444999999999999,,0.9616800000000002,0.000515,,,10.1021/acs.jced.6b00606
dhmix_1491350332908229738,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.7432000000000001,,CCCCOC(=O)CCC,Solvent,0.2568,,,,0.032,0.0005,10.1016/j.jct.2009.05.006
dhmix_1494392837080199247,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.2376,,ClCCCl,Solvent,0.7624,,,,-0.317,0.0035,10.1016/j.jct.2008.10.007
dhmix_1495923873303781425,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2693,,CC(C)OC(C)C,Solvent,0.7307,,,,0.158983,0.0018345,10.1021/je9001416
dhmix_1496612166135950777,303.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.0815,,CCO,Solvent,0.9185,,,,0.197762,0.0022405,10.1021/je7005743
dhmix_1498367098874633187,303.15,100.0,Liquid,2,CCOC(=O)C(C)C,Solvent,0.771,,CO,Solvent,0.2289999999999999,,,,0.632,0.0045,10.1016/j.jct.2019.105884
dens_1502020553255099266,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7505999999999999,,CCOC=O,Solvent,0.2494,,1.8698300000000003,0.000995,,,10.1016/j.jct.2005.07.009
dens_1504291960646308028,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5187,,Cc1ccccc1C,Solvent,0.4812999999999999,,0.8779900000000003,0.0005,,,10.1021/je5004719
dens_1504912854449967572,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.4911,,OCc1ccccc1,Solvent,0.5089,,1.0069400000000004,0.000165,,,10.1021/je050085p
dhmix_1506420724226714869,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.5,,CN(C)C=O,Solvent,0.5,,,,0.847,0.004,10.1016/j.jct.2007.01.017
dhmix_1510968829861155591,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.211,,ClCCCCCl,Solvent,0.789,,,,-0.188,0.0025,10.1016/j.jct.2007.06.017
dhmix_1512005003692586968,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4803,,Cc1cccnc1,Solvent,0.5197,,,,0.1271,0.00115,10.1016/j.tca.2011.02.002
dhmix_1512841239140672899,298.15,101.0,Liquid,2,CC(=O)CC(C)C,Solvent,0.7009,,CCC(C)(C)O,Solvent,0.2991,,,,1.2068,0.0164,10.1021/je300678r
dhmix_1513563980812053901,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2461,,CN1CCCC1=O,Solvent,0.7539,,,,-0.0999,0.0031,10.1021/je900262t
dhmix_1514034262880134391,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.722,,CCCCCO,Solvent,0.278,,,,0.8628,0.00745,10.1021/je060368x
dhmix_1514415693404368084,303.15,100.0,Liquid,2,CN(C)CCCO,Solvent,0.5019,,O,Solvent,0.4981,,,,-2.706,0.029,10.1016/j.jct.2015.04.030
dhmix_1516169305675205518,298.15,101.0,Liquid,2,NCCO,Solvent,0.5593600000000001,,c1ccncc1,Solvent,0.44064,,,,0.824,0.0035,10.1021/je400184t
dens_1517830231591211695,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.2598,,CCN(CC)CC,Solvent,0.7402,,0.7465820000000002,8.950000000000002e-05,,,10.1016/j.jct.2011.05.003
dens_1519242950780503156,298.15,101.325,Liquid,2,C1COCCN1,Solvent,0.498,,O,Solvent,0.502,,1.0255000000000003,0.00255,,,10.1021/je020191g
dens_1525363398265003281,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.5166,,CCCCCC(C)=O,Solvent,0.4834,,0.8396100000000002,0.00032,,,10.1021/je025649t
dhmix_1527010082890615662,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4734,,CN1CCCC1=O,Solvent,0.5266,,,,1.4691,0.0157,10.1016/j.jct.2010.12.016
dens_1531228350084272973,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.7718,,CCOC(C)=O,Solvent,0.2281999999999999,,0.9286200000000002,0.000185,,,10.1021/je050538q
dens_1537698407411602858,298.15,101.3,Liquid,2,NCCCO,Solvent,0.4896422848287638,,O,Solvent,0.5103577151712362,,1.0059000000000002,0.00155,,,10.1021/acs.jced.5b00412
dens_1538748501893443258,298.15,101.3,Liquid,2,O,Solvent,0.2472,,OCCCCO,Solvent,0.7528,,1.0165900000000003,0.00018,,,10.1021/je0340755
dens_1543004493324344980,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.4594,,O=C1CCCCC1,Solvent,0.5406,,0.9762000000000004,0.00025,,,10.1016/j.jct.2012.05.005
dens_1544862678422049052,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.749,,COC=O,Solvent,0.251,,1.9319600000000008,0.003535,,,10.1016/j.jct.2006.05.004
dhmix_1545064613224121029,308.15,101.0,Liquid,2,Cc1ccccc1N,Solvent,0.2736,,Cc1ccccn1,Solvent,0.7263999999999999,,,,-1.2462,0.0254,10.1016/j.jct.2010.12.028
dens_1545772497558947081,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5106999999999999,,CCOC=O,Solvent,0.4893,,1.5742900000000004,0.00125,,,10.1016/j.jct.2005.07.009
dens_1546839162811818342,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.73596,,CCO,Solvent,0.26404,,0.6967900000000001,7.500000000000002e-05,,,10.1016/j.jct.2011.06.021
dhmix_1554975573260973464,298.15,100.0,Liquid,2,CCCCCC(C)=O,Solvent,0.2939,,CCN(CC)CC,Solvent,0.7061,,,,0.412,0.0045,10.1016/j.fluid.2013.07.037
dhmix_1557086420966318241,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.7513,,CCCCCCCC,Solvent,0.2487,,,,0.23,0.005,10.1016/j.fluid.2006.03.020
dhmix_1558622841278032045,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.798,,CCCCCCCl,Solvent,0.2019999999999999,,,,0.425,0.003,10.1016/j.jct.2007.01.017
dens_1563261837628509239,298.15,101.0,Liquid,2,C=CCCCC,Solvent,0.4991,,CCCO,Solvent,0.5009,,0.7176450000000002,0.0002145,,,10.1021/je100595s
dens_1563518828755692624,298.15,101.31,Liquid,2,CCCCOC(C)=O,Solvent,0.7105,,c1ccccc1,Solvent,0.2895,,0.8751500000000002,0.000335,,,10.1021/je800915d
dens_1564416763652102148,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2415,,c1ccncc1,Solvent,0.7585,,0.9525650000000004,0.000212,,,10.1016/j.tca.2011.02.002
dens_1568809468285447052,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.6364,,c1ccncc1,Solvent,0.3636,,1.0207400000000002,0.00051,,,10.1021/je301353z
dens_1569868399597686282,298.0,100.0,Liquid,2,CN(C)C=O,Solvent,0.5033,,ClCCCCCCCl,Solvent,0.4967,,1.0190000000000003,0.00155,,,10.1021/je700339f
dhmix_1570642913167292615,298.15,100.0,Liquid,2,CCO,Solvent,0.5005,,CCOC(=O)CC(C)=O,Solvent,0.4995,,,,1.7079,0.0183,10.1016/j.fluid.2008.03.012
dhmix_1572118025742793150,298.15,101.0,Liquid,2,CCCCCCCl,Solvent,0.2039999999999999,,CN(C)C=O,Solvent,0.796,,,,0.583,0.004,10.1016/j.jct.2007.01.017
dhmix_1573010564919174156,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.9248,,c1cc[nH]c1,Solvent,0.0752,,,,0.7315,0.00535,10.1016/j.fluid.2013.10.029
dhmix_1574103736206845790,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.7388,,OCCc1ccccc1,Solvent,0.2612,,,,1.1427,0.01225,10.1021/je050085p
dens_1577550297673774795,298.15,101.0,Liquid,2,C1COCCO1,Solvent,0.2262999999999999,,Cc1ccccc1Cl,Solvent,0.7737,,1.0674000000000003,0.0005,,,10.1021/je400722h
dens_1578349316538359835,308.15,101.0,Liquid,2,COc1ccccc1,Solvent,0.2121,,OCCc1ccccc1,Solvent,0.7879,,1.0032600000000005,0.00026,,,10.1021/je050085p
dens_1580279662612376485,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.5109,,O,Solvent,0.4891,,0.9464100000000002,7.000000000000002e-05,,,10.1016/j.jct.2011.06.020
dens_1580320383638036697,298.0,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.5018,,CCOC(C)=O,Solvent,0.4982,,0.8829000000000002,0.0002,,,10.1021/je400036b
dens_1580766224900681969,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.3997,,CCCCOCCCC,Solvent,0.6003,,0.7348100000000001,0.000175,,,10.1021/je900496t
dhmix_1581843098340519954,298.15,100.0,Liquid,2,CCCCC(=O)OC,Solvent,0.5232,,COC=O,Solvent,0.4768,,,,0.409,0.0045,10.1016/j.jct.2015.02.019
dhmix_1589428170725083785,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.505,,CCCNCCC,Solvent,0.495,,,,0.397,0.0045,10.1016/j.fluid.2013.01.011
dhmix_1593418141125269367,298.15,100.0,Liquid,2,CC(=O)CC(C)=O,Solvent,0.5985,,O,Solvent,0.4014999999999999,,,,0.4905,0.00555,10.1016/j.fluid.2007.12.008
dens_1603058039865084023,303.15,100.0,Liquid,2,CCO,Solvent,0.4724,,Cc1cccc(O)c1,Solvent,0.5276000000000001,,0.9446300000000002,0.0006,,,10.1016/j.jct.2018.12.039
dens_1604144964288004693,298.15,101.3,Liquid,2,CCCCCC(C)=O,Solvent,0.7484,,CCN(CC)CC,Solvent,0.2516,,0.7899410000000002,0.0001055,,,10.1016/j.jct.2011.05.003
dens_1605313160016382000,298.15,101.0,Liquid,2,CC(C)O,Solvent,0.5001,,CCOC(=O)CC(=O)OCC,Solvent,0.4999,,0.9563730000000004,0.0001215,,,10.1021/je100100n
dhmix_1607706464555349197,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.4982,,c1ccccc1,Solvent,0.5018,,,,-0.2365,0.00265,10.1016/j.jct.2010.07.016
dhmix_1608403277461104255,298.15,101.3,Liquid,2,CCOC(=O)CC(C)=O,Solvent,0.4491,,O,Solvent,0.5509,,,,0.684,0.0075,10.1021/je800889y
dhmix_1610465219562436679,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.7554,,CCC(=O)OC,Solvent,0.2446,,,,0.09,0.00295,10.1016/j.jct.2006.05.004
dens_1613159621778896706,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.7778,,O=C1CCCC1,Solvent,0.2221999999999999,,1.0081000000000002,0.000255,,,10.1021/je034037l
dhmix_1614427197595289001,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.4832,,CCCCCC,Solvent,0.5167999999999999,,,,0.2144,0.00155,10.1016/j.jct.2008.12.004
dhmix_1618652370920520051,298.15,101.0,Liquid,2,CNc1ccccc1,Solvent,0.4973,,Cc1ccccc1,Solvent,0.5026999999999999,,,,0.497,0.0055,10.1016/j.jct.2012.07.006
dhmix_1619069688735652743,303.0,101.0,Liquid,2,C=C(C)[C@H]1CC=C(C)CC1,Solvent,0.766,,CCCCCO,Solvent,0.234,,,,0.782,0.0315,10.1016/j.fluid.2010.03.001
dens_1619986626321699904,298.15,100.0,Liquid,2,C1CCOCC1,Solvent,0.4986,,O=C1CCCCCC1,Solvent,0.5014000000000001,,0.9211200000000004,0.00051,,,10.1021/acs.jced.6b00606
dens_1621395993168492326,298.15,101.0,Liquid,2,CCCOC(=O)CC,Solvent,0.5188,,ClCCCl,Solvent,0.4811999999999999,,1.0064000000000002,0.000905,,,10.1016/j.jct.2008.10.007
dhmix_1621778824950286021,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2508,,COC(C)=O,Solvent,0.7492,,,,0.1202,0.0017,10.1016/j.jct.2006.05.004
dhmix_1623303993931235320,297.15,101.0,Liquid,2,C1CCNCC1,Solvent,0.25,,O,Solvent,0.75,,,,-1.9642,0.04065,10.1016/j.fluid.2009.10.018
dhmix_1623353520070959082,298.15,101.0,Liquid,2,CCCCO,Solvent,0.4978,,OC1=NCCC1,Solvent,0.5022,,,,0.2326,0.0026,10.1021/je801006q
dens_1626400616663333071,298.15,100.0,Liquid,2,CCCNCCC,Solvent,0.7459,,CN(C)C=O,Solvent,0.2541,,0.7687320000000002,0.0009355,,,10.1021/acs.jced.5b00802
dhmix_1628650914891036693,298.15,101.0,Liquid,2,CCCCOC(C)=O,Solvent,0.7007,,CCOC(C)=O,Solvent,0.2993,,,,0.0594,0.001,10.1021/je400036b
dens_1629062410797809053,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.2016,,ClCCCCCCCl,Solvent,0.7984,,1.0584000000000005,0.00055,,,10.1021/je7003758
dhmix_1633841230728666273,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2806,,Cc1ccccc1,Solvent,0.7194,,,,-0.1687,0.00195,10.1016/j.jct.2010.07.016
dhmix_1633994800228127707,303.15,100.0,Liquid,2,NCCCNCCCN,Solvent,0.4998,,O,Solvent,0.5002,,,,-5.544,0.059,10.1016/j.jct.2015.04.030
dens_1635633288977860557,298.15,101.0,Liquid,2,CCC(C)(C)O,Solvent,0.2584,,CCO,Solvent,0.7416,,0.7933000000000001,0.0005,,,10.1021/je050416y
dhmix_1635929029883199640,308.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.2683,,Cc1ccccn1,Solvent,0.7317,,,,0.1057,0.00105,10.1016/j.tca.2011.02.002
dhmix_1636192261925535080,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.75,,CCO,Solvent,0.25,,,,0.75364,0.007115,10.1021/je049852v
dens_1641867567753867928,298.15,101.3,Liquid,2,C1COCO1,Solvent,0.5169,,CCCC(C)=O,Solvent,0.4831,,0.9078200000000004,0.00023,,,10.1021/je034223r
dens_1642641270880670226,293.15,101.0,Liquid,2,NCCNCCN,Solvent,0.6988,,O,Solvent,0.3012,,0.9718000000000002,0.0005,,,10.1016/j.jct.2008.11.012
dhmix_1644758182096898973,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.2475,,CCOC=O,Solvent,0.7525,,,,0.2492,0.0035,10.1016/j.jct.2005.07.009
dens_1646635006338223285,298.15,100.0,Liquid,2,CO,Solvent,0.9167,,COC=O,Solvent,0.0833,,0.8088000000000002,9.000000000000002e-05,,,10.1016/j.jct.2015.02.019
dhmix_1647968730429367525,298.15,101.0,Liquid,2,CCCCCl,Solvent,0.793,,CN(C)C=O,Solvent,0.207,,,,0.404,0.003,10.1016/j.jct.2007.01.017
dhmix_1652408544916386740,298.15,101.0,Liquid,2,CC(=O)N(C)C,Solvent,0.202,,ClCCCl,Solvent,0.798,,,,-0.586,0.004,10.1016/j.jct.2007.06.017
dhmix_1652678680979739222,298.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.219,,CCCCCC,Solvent,0.781,,,,0.1264,0.00105,10.1016/j.jct.2008.12.004
dhmix_1653706929395298174,303.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.2744,,CCCCCCCC,Solvent,0.7256,,,,0.18,0.005,10.1016/j.fluid.2006.03.020
dhmix_1655087210101226033,298.15,101.0,Liquid,2,CCC(C)=O,Solvent,0.2154,,CCCCNCCCC,Solvent,0.7846,,,,0.417,0.0045,10.1016/j.fluid.2013.01.011
dhmix_1659875122389141693,298.2,101.3,Liquid,2,CC(C)O,Solvent,0.4997,,CCOC(=O)CC(=O)OCC,Solvent,0.5003,,,,2.369,0.0255,10.1021/je9003806
dhmix_1660233522095540685,298.15,100.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.2982,,CCCC(=O)OC,Solvent,0.7018,,,,0.884,0.0095,10.1021/acs.jced.5b00813
dhmix_1661428214073908549,308.15,101.0,Liquid,2,CCOc1ccccc1,Solvent,0.4852,,OCCc1ccccc1,Solvent,0.5147999999999999,,,,1.0249,0.011,10.1021/je050085p
dhmix_1664556958058528427,298.15,101.3,Liquid,2,C1COCCO1,Solvent,0.75,,O=C1CCCC1,Solvent,0.25,,,,0.07097,0.000665,10.1021/je034037l
dens_1666759771396083041,298.15,101.3,Liquid,2,O,Solvent,0.5,,OCCCO,Solvent,0.5,,1.0492100000000002,0.000215,,,10.1021/je0340755
dens_1667449471971479783,298.15,101.0,Liquid,2,CCCOC=O,Solvent,0.2543,,ClCCCl,Solvent,0.7457,,1.1418800000000005,0.002835,,,10.1016/j.jct.2008.10.007
dhmix_1667962842884687208,298.15,101.0,Liquid,2,CCCCN,Solvent,0.7502,,CN(C)C=O,Solvent,0.2498,,,,0.32,0.01,10.1016/j.fluid.2019.112283
dhmix_1671012908583723078,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4913999999999999,,CCC(=O)OC,Solvent,0.5086,,,,0.0195,0.00185,10.1016/j.jct.2006.05.004
dens_1674888171080784793,298.39,101.0,Liquid,2,CCC#N,Solvent,0.7012,,CCOC(C)(C)CC,Solvent,0.2988,,0.7715000000000002,0.0004,,,10.1021/je301238f
dens_1675481202992918216,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4943999999999999,,CCC(=O)OC,Solvent,0.5056,,1.4941800000000005,0.001825,,,10.1016/j.jct.2006.05.004
dens_1682550238597774195,293.15,101.0,Liquid,2,O,Solvent,0.5147999999999999,,OCCN1CCOCC1,Solvent,0.4852,,1.0866900000000004,0.00159,,,10.1016/j.jct.2008.01.007
dhmix_1683117875248061268,303.15,100.0,Liquid,2,NCCNCCN,Solvent,0.501,,O,Solvent,0.499,,,,-5.417,0.0575,10.1016/j.jct.2015.04.030
dhmix_1685189260866546363,298.2,100.0,Liquid,2,C1CCCCC1,Solvent,0.7668,,c1ccccc1,Solvent,0.2332,,,,0.5517,0.00725,10.1016/j.jct.2014.05.020
dens_1686218320961496335,298.15,101.0,Liquid,2,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,Solvent,0.5012,,CCO,Solvent,0.4988,,0.9005900000000002,5.5000000000000016e-05,,,10.1016/j.jct.2013.09.024
dhmix_1689317240864710862,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.5281,,COC=O,Solvent,0.4719,,,,0.8123,0.00705,10.1016/j.jct.2006.05.004
dens_1689958363481296355,298.15,101.0,Liquid,2,CN1CCNCC1,Solvent,0.7065,,O,Solvent,0.2935,,0.9223100000000002,8.500000000000002e-05,,,10.1016/j.jct.2011.06.020
dens_1690496829660520455,298.15,101.0,Liquid,2,CCCCC,Solvent,0.5042,,CCCCOC=O,Solvent,0.4958,,0.7523000000000001,0.00024,,,10.1016/j.fluid.2013.11.026
dhmix_1690755863561474947,298.15,101.0,Liquid,2,CCO,Solvent,0.7997,,Cc1cccc(O)c1,Solvent,0.2003,,,,-0.79199,0.011965,10.1016/j.fluid.2017.09.008
dens_1694492070049488272,298.15,101.3,Liquid,2,C1CCOCC1,Solvent,0.7010000000000001,,CCO,Solvent,0.299,,0.8595400000000002,8.500000000000002e-05,,,10.1021/je201140q
dhmix_1696009894153187561,308.15,101.0,Liquid,2,C1COCO1,Solvent,0.7604,,Cc1ccccc1Cl,Solvent,0.2396,,,,0.313,0.0015,10.1021/je400722h
dens_1698732944341992378,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.0597999999999999,,COC=O,Solvent,0.9402,,1.06428,0.00056,,,10.1016/j.jct.2006.05.004
dhmix_1702849793304677549,298.15,101.0,Liquid,2,CN(C)CCO,Solvent,0.5365,,O,Solvent,0.4635,,,,-2.575,0.0525,10.1016/j.jct.2007.03.010
dens_1704763932802776453,298.15,101.0,Liquid,2,CN1CCCC1=O,Solvent,0.9374918883718631,,c1ccccc1,Solvent,0.0625081116281369,,1.0204500000000003,3.500000000000001e-05,,,10.1016/j.fluid.2008.11.006
dens_1707655424290567046,298.15,101.0,Liquid,2,CCCCCC,Solvent,0.5011,,Cc1ccccc1,Solvent,0.4989,,0.7484400000000002,0.00015,,,10.1021/je900557u
dens_1707952163084902991,298.43,101.0,Liquid,2,CCC#N,Solvent,0.7014,,CCOC(C)(C)C,Solvent,0.2986,,0.7617000000000003,0.00035,,,10.1021/je301238f
dhmix_1713255247145987847,298.15,101.0,Liquid,2,CN(CCO)CCO,Solvent,0.6695800000000001,,c1ccncc1,Solvent,0.33042,,,,-0.12,0.0015,10.1021/je400184t
dens_1713677414781130142,298.0,100.0,Liquid,2,CC(=O)N(C)C,Solvent,0.7008,,ClCCCl,Solvent,0.2992,,1.0181000000000002,0.00305,,,10.1021/je700339f
dhmix_1714051231303964047,313.15,101.0,Liquid,2,CCCCOCCO,Solvent,0.2665,,c1ccccc1,Solvent,0.7335,,,,0.6895,0.00745,10.1021/je060026r
dhmix_1718472751816111763,298.2,100.0,Liquid,2,CCO,Solvent,0.2685999999999999,,CN(C)CCO,Solvent,0.7314,,,,-0.2783,0.0031,10.1021/je800334m
dhmix_1721271199912020691,298.15,101.0,Liquid,2,BrCCBr,Solvent,0.4855,,COC(C)=O,Solvent,0.5145,,,,0.2577,0.00275,10.1016/j.jct.2006.05.004
dhmix_1723009134898191624,298.15,101.0,Liquid,2,C1CCOCC1,Solvent,0.75,,CCCCCC(C)=O,Solvent,0.25,,,,0.05587,0.00061,10.1021/je025649t
dens_1726564550649266411,298.15,100.0,Liquid,2,CN1CCCC1=O,Solvent,0.5025,,ClCCCCCl,Solvent,0.4975,,1.0840000000000003,0.00075,,,10.1021/je7003758
dens_1729629056655112194,298.15,101.0,Liquid,2,BrCCCBr,Solvent,0.2435,,COC(C)=O,Solvent,0.7565,,1.2277600000000002,0.00096,,,10.1016/j.jct.2006.05.004
dhmix_1731561930980839298,298.15,101.0,Liquid,2,CN(C)C=O,Solvent,0.501,,ClCCCCCl,Solvent,0.499,,,,-0.056,0.002,10.1016/j.jct.2007.06.017
dens_1734063812418126969,298.4,101.0,Liquid,2,CCC#N,Solvent,0.2008999999999999,,CCOC(C)(C)CC,Solvent,0.7991,,0.7638000000000001,0.00025,,,10.1021/je301238f
dens_1734378426425530586,298.15,101.0,Liquid,2,CC(C)CC(C)(C)C,Solvent,0.7,,CCCCOCCCC,Solvent,0.3,,0.7117300000000002,0.000185,,,10.1021/je900496t
dhmix_1734383474582661314,308.15,101.0,Liquid,2,C1CCCCC1,Solvent,0.499,,C1CCOCC1,Solvent,0.501,,,,0.526,0.0055,10.1021/je900077g
